[INFO ] [2022-11-15 17:12:20,406] Register - Step 01: Click to Register link
[INFO ] [2022-12-07 14:58:55,589] Driver instance name = chromedriver: chrome on windows (26ae1f1695f0df4992497c9e0e0a76f0)
[INFO ] [2022-12-08 10:15:33,168] Register - Step 01: Click to Register link
[INFO ] [2022-12-08 10:15:35,424] Register - Step 02: Input FirstName to required field 'Thanh'
[INFO ] [2022-12-08 10:15:35,694] Register - Step 03: Input LastName to required field 'Nguyen'
[INFO ] [2022-12-08 10:15:36,659] Register - Step 04: Input Email to required field 'abc3819@mail.com'
[INFO ] [2022-12-08 10:15:37,165] Register - Step 05: Input Password to required field '123456'
[INFO ] [2022-12-08 10:15:37,482] Register - Step 06: Input Confirm Password to required field '123456'
[INFO ] [2022-12-08 10:15:37,777] Register - Step 07: Click to Register Button
[INFO ] [2022-12-08 10:15:40,061] Register - Step 08: Verify Register Success Message
[INFO ] [2022-12-08 10:15:40,178] Register - Step 09: Click to Logout Button
[INFO ] [2022-12-08 10:15:41,235] Login - Step 01: Navigate to Login Button
[INFO ] [2022-12-08 10:15:43,047] Login - Step 02: Input Not Found Email to Email Textbox 'abc3819@mail.com'
[INFO ] [2022-12-08 10:15:43,378] Login - Step 03:  Input Password TextBox '123456'
[INFO ] [2022-12-08 10:15:43,619] Login - Step 04:  Click to Login Button
[INFO ] [2022-12-08 10:15:44,506] Login - Step 05:  Verify Login Success
[INFO ] [2022-12-08 10:15:44,778] Login - Step 06: Navigate to MyAccoutLink
[INFO ] [2022-12-08 10:15:46,233] Login - Step 07: Verify Login Success
[INFO ] [2022-12-08 10:15:46,336] My Account - Step 01: Navigate to MyAccoutLink
[INFO ] [2022-12-08 10:15:46,835] My Account - Step 02: Verify Login Success
[INFO ] [2022-12-08 10:15:46,926] My Account - Step 03: Verify FirstName value is correctly
[INFO ] [2022-12-08 10:15:47,010] My Account - Step 04: Verify LastName value is correctly
[INFO ] [2022-12-08 10:15:47,095] My Account - Step 05: Verify Email value is correctly
[INFO ] [2022-12-08 10:15:47,184] OS name = windows 10
[INFO ] [2022-12-08 10:15:47,185] Driver instance name = chromedriver: chrome on windows (84b706e2531248771b9e88af61da4ff0)
[INFO ] [2022-12-14 11:46:20,957] Register - Step 01: Click to Register link
[INFO ] [2022-12-14 11:46:23,167] Register - Step 02: Input FirstName to required field 'Thanh'
[INFO ] [2022-12-14 11:46:23,321] Register - Step 03: Input LastName to required field 'Nguyen'
[INFO ] [2022-12-14 11:46:24,714] Register - Step 04: Input Email to required field 'abc8432@mail.com'
[INFO ] [2022-12-14 11:46:24,850] Register - Step 05: Input Password to required field '123456'
[INFO ] [2022-12-14 11:46:25,079] Register - Step 06: Input Confirm Password to required field '123456'
[INFO ] [2022-12-14 11:46:25,202] Register - Step 07: Click to Register Button
[INFO ] [2022-12-14 11:46:27,389] Register - Step 08: Verify Register Success Message
[INFO ] [2022-12-14 11:46:27,460] Register - Step 09: Click to Logout Button
[INFO ] [2022-12-14 11:46:28,524] Login - Step 01: Navigate to Login Button
[INFO ] [2022-12-14 11:46:29,906] Login - Step 02: Input Not Found Email to Email Textbox 'abc8432@mail.com'
[INFO ] [2022-12-14 11:46:30,011] Login - Step 03:  Input Password TextBox '123456'
[INFO ] [2022-12-14 11:46:30,085] Login - Step 04:  Click to Login Button
[INFO ] [2022-12-14 11:46:31,140] Login - Step 05:  Verify Login Success
[INFO ] [2022-12-14 11:46:31,319] Login - Step 06: Navigate to MyAccoutLink
[INFO ] [2022-12-14 11:46:32,426] Login - Step 07: Verify Login Success
[INFO ] [2022-12-14 11:46:32,509] My Account - Step 01: Navigate to MyAccoutLink
[INFO ] [2022-12-14 11:46:33,061] My Account - Step 02: Verify Login Success
[INFO ] [2022-12-14 11:46:33,168] My Account - Step 03: Verify FirstName value is correctly
[INFO ] [2022-12-14 11:46:33,216] My Account - Step 04: Verify LastName value is correctly
[INFO ] [2022-12-14 11:46:33,270] My Account - Step 05: Verify Email value is correctly
[INFO ] [2022-12-14 11:46:33,325] OS name = windows 10
[INFO ] [2022-12-14 11:46:33,326] Driver instance name = firefoxdriver: firefox on windows (4854575f-b435-4fbe-9723-272e2025510c)
[INFO ] [2022-12-14 11:50:22,802] Register - Step 01: Click to Register link
[INFO ] [2022-12-14 11:50:25,248] Register - Step 02: Input FirstName to required field 'Thanh'
[INFO ] [2022-12-14 11:50:25,377] Register - Step 03: Input LastName to required field 'Nguyen'
[INFO ] [2022-12-14 11:50:26,615] Register - Step 04: Input Email to required field 'abc3802@mail.com'
[INFO ] [2022-12-14 11:50:26,746] Register - Step 05: Input Password to required field '123456'
[INFO ] [2022-12-14 11:50:26,825] Register - Step 06: Input Confirm Password to required field '123456'
[INFO ] [2022-12-14 11:50:26,899] Register - Step 07: Click to Register Button
[INFO ] [2022-12-14 11:50:28,650] Register - Step 08: Verify Register Success Message
[INFO ] [2022-12-14 11:50:28,731] Register - Step 09: Click to Logout Button
[INFO ] [2022-12-14 11:50:29,849] Login - Step 01: Navigate to Login Button
[INFO ] [2022-12-14 11:50:33,082] Login - Step 02: Input Not Found Email to Email Textbox 'abc3802@mail.com'
[INFO ] [2022-12-14 11:50:33,167] Login - Step 03:  Input Password TextBox '123456'
[INFO ] [2022-12-14 11:50:33,242] Login - Step 04:  Click to Login Button
[INFO ] [2022-12-14 11:50:34,024] Login - Step 05:  Verify Login Success
[INFO ] [2022-12-14 11:50:34,171] Login - Step 06: Navigate to MyAccoutLink
[INFO ] [2022-12-14 11:50:35,352] Login - Step 07: Verify Login Success
[INFO ] [2022-12-14 11:50:35,439] My Account - Step 01: Navigate to MyAccoutLink
[INFO ] [2022-12-14 11:50:35,885] My Account - Step 02: Verify Login Success
[INFO ] [2022-12-14 11:50:35,956] My Account - Step 03: Verify FirstName value is correctly
[INFO ] [2022-12-14 11:50:36,002] My Account - Step 04: Verify LastName value is correctly
[INFO ] [2022-12-14 11:50:36,054] My Account - Step 05: Verify Email value is correctly
[INFO ] [2022-12-14 11:50:36,110] OS name = windows 10
[INFO ] [2022-12-14 11:50:36,111] Driver instance name = firefoxdriver: firefox on windows (3fe6395f-ece9-4d05-ba71-ca4ee68d1990)
[INFO ] [2022-12-14 11:51:48,890] Register - Step 01: Click to Register link
[INFO ] [2022-12-14 11:51:50,029] Register - Step 02: Input FirstName to required field 'Thanh'
[INFO ] [2022-12-14 11:51:50,270] Register - Step 03: Input LastName to required field 'Nguyen'
[INFO ] [2022-12-14 11:51:51,201] Register - Step 04: Input Email to required field 'abc7936@mail.com'
[INFO ] [2022-12-14 11:51:51,648] Register - Step 05: Input Password to required field '123456'
[INFO ] [2022-12-14 11:51:51,881] Register - Step 06: Input Confirm Password to required field '123456'
[INFO ] [2022-12-14 11:51:52,112] Register - Step 07: Click to Register Button
[INFO ] [2022-12-14 11:51:53,343] Register - Step 08: Verify Register Success Message
[INFO ] [2022-12-14 11:51:53,454] Register - Step 09: Click to Logout Button
[INFO ] [2022-12-14 11:51:54,648] Login - Step 01: Navigate to Login Button
[INFO ] [2022-12-14 11:51:55,541] Login - Step 02: Input Not Found Email to Email Textbox 'abc7936@mail.com'
[INFO ] [2022-12-14 11:51:55,879] Login - Step 03:  Input Password TextBox '123456'
[INFO ] [2022-12-14 11:51:56,153] Login - Step 04:  Click to Login Button
[INFO ] [2022-12-14 11:51:57,064] Login - Step 05:  Verify Login Success
[INFO ] [2022-12-14 11:51:57,344] Login - Step 06: Navigate to MyAccoutLink
[INFO ] [2022-12-14 11:51:58,220] Login - Step 07: Verify Login Success
[INFO ] [2022-12-14 11:51:58,344] My Account - Step 01: Navigate to MyAccoutLink
[INFO ] [2022-12-14 11:51:58,980] My Account - Step 02: Verify Login Success
[INFO ] [2022-12-14 11:51:59,106] My Account - Step 03: Verify FirstName value is correctly
[INFO ] [2022-12-14 11:51:59,224] My Account - Step 04: Verify LastName value is correctly
[INFO ] [2022-12-14 11:51:59,326] My Account - Step 05: Verify Email value is correctly
[INFO ] [2022-12-14 11:51:59,437] OS name = windows 10
[INFO ] [2022-12-14 11:51:59,437] Driver instance name = chromedriver: chrome on windows (91c9c6f3ed0aeeb1945ecebbb281b847)
[INFO ] [2022-12-14 14:52:19,560] Register - Step 01: Click to Register link
[INFO ] [2022-12-14 14:52:20,686] Register - Step 02: Input FirstName to required field 'Thanh'
[INFO ] [2022-12-14 14:52:20,820] Register - Step 03: Input LastName to required field 'Nguyen'
[INFO ] [2022-12-14 14:52:21,965] Register - Step 04: Input Email to required field 'abc8947@mail.com'
[INFO ] [2022-12-14 14:52:22,109] Register - Step 05: Input Password to required field '123456'
[INFO ] [2022-12-14 14:52:22,236] Register - Step 06: Input Confirm Password to required field '123456'
[INFO ] [2022-12-14 14:52:22,364] Register - Step 07: Click to Register Button
[INFO ] [2022-12-14 14:52:23,490] Register - Step 08: Verify Register Success Message
[INFO ] [2022-12-14 14:52:23,837] Register - Step 09: Click to Logout Button
[INFO ] [2022-12-14 14:52:24,897] Login - Step 01: Navigate to Login Button
[INFO ] [2022-12-14 14:52:25,672] Login - Step 02: Input Not Found Email to Email Textbox 'abc8947@mail.com'
[INFO ] [2022-12-14 14:52:25,790] Login - Step 03:  Input Password TextBox '123456'
[INFO ] [2022-12-14 14:52:25,867] Login - Step 04:  Click to Login Button
[INFO ] [2022-12-14 14:52:26,694] Login - Step 05:  Verify Login Success
[INFO ] [2022-12-14 14:52:26,983] Login - Step 06: Navigate to MyAccoutLink
[INFO ] [2022-12-14 14:52:28,297] Login - Step 07: Verify Login Success
[INFO ] [2022-12-14 14:52:28,393] My Account - Step 01: Navigate to MyAccoutLink
[INFO ] [2022-12-14 14:52:28,865] My Account - Step 02: Verify Login Success
[INFO ] [2022-12-14 14:52:28,982] My Account - Step 03: Verify FirstName value is correctly
[INFO ] [2022-12-14 14:52:29,047] My Account - Step 04: Verify LastName value is correctly
[INFO ] [2022-12-14 14:52:29,101] My Account - Step 05: Verify Email value is correctly
[INFO ] [2022-12-14 14:52:29,167] OS name = windows 10
[INFO ] [2022-12-14 14:52:29,167] Driver instance name = firefoxdriver: firefox on windows (14cbe5b4-5cc9-43a0-b60d-8136a49332d9)
[INFO ] [2022-12-14 14:53:19,057] Register - Step 01: Click to Register link
[INFO ] [2022-12-14 14:53:20,140] Register - Step 02: Input FirstName to required field 'Thanh'
[INFO ] [2022-12-14 14:53:20,288] Register - Step 03: Input LastName to required field 'Nguyen'
[INFO ] [2022-12-14 14:53:21,372] Register - Step 04: Input Email to required field 'abc9878@mail.com'
[INFO ] [2022-12-14 14:53:21,516] Register - Step 05: Input Password to required field '123456'
[INFO ] [2022-12-14 14:53:21,600] Register - Step 06: Input Confirm Password to required field '123456'
[INFO ] [2022-12-14 14:53:21,674] Register - Step 07: Click to Register Button
[INFO ] [2022-12-14 14:53:22,840] Register - Step 08: Verify Register Success Message
[INFO ] [2022-12-14 14:53:22,924] Register - Step 09: Click to Logout Button
[INFO ] [2022-12-14 14:53:23,933] Login - Step 01: Navigate to Login Button
[INFO ] [2022-12-14 14:53:24,700] Login - Step 02: Input Not Found Email to Email Textbox 'abc9878@mail.com'
[INFO ] [2022-12-14 14:53:24,800] Login - Step 03:  Input Password TextBox '123456'
[INFO ] [2022-12-14 14:53:24,875] Login - Step 04:  Click to Login Button
[INFO ] [2022-12-14 14:53:25,692] Login - Step 05:  Verify Login Success
[INFO ] [2022-12-14 14:53:25,905] Login - Step 06: Navigate to MyAccoutLink
[INFO ] [2022-12-14 14:53:27,152] Login - Step 07: Verify Login Success
[INFO ] [2022-12-14 14:53:27,229] My Account - Step 01: Navigate to MyAccoutLink
[INFO ] [2022-12-14 14:53:27,729] My Account - Step 02: Verify Login Success
[INFO ] [2022-12-14 14:53:27,826] My Account - Step 03: Verify FirstName value is correctly
[INFO ] [2022-12-14 14:53:27,873] My Account - Step 04: Verify LastName value is correctly
[INFO ] [2022-12-14 14:53:27,920] My Account - Step 05: Verify Email value is correctly
[INFO ] [2022-12-14 14:53:27,976] OS name = windows 10
[INFO ] [2022-12-14 14:53:27,976] Driver instance name = firefoxdriver: firefox on windows (167cc7bf-728d-418f-81e9-e90bd081af5f)
[INFO ] [2022-12-14 14:56:05,299] Register - Step 01: Click to Register link
[INFO ] [2022-12-14 14:56:07,037] Register - Step 02: Input FirstName to required field 'Thanh'
[INFO ] [2022-12-14 14:56:07,204] Register - Step 03: Input LastName to required field 'Nguyen'
[INFO ] [2022-12-14 14:56:08,332] Register - Step 04: Input Email to required field 'abc9543@mail.com'
[INFO ] [2022-12-14 14:56:08,492] Register - Step 05: Input Password to required field '123456'
[INFO ] [2022-12-14 14:56:08,572] Register - Step 06: Input Confirm Password to required field '123456'
[INFO ] [2022-12-14 14:56:08,639] Register - Step 07: Click to Register Button
[INFO ] [2022-12-14 14:56:10,190] Register - Step 08: Verify Register Success Message
[INFO ] [2022-12-14 14:56:10,269] Register - Step 09: Click to Logout Button
[INFO ] [2022-12-14 14:56:11,338] Login - Step 01: Navigate to Login Button
[INFO ] [2022-12-14 14:56:12,220] Login - Step 02: Input Not Found Email to Email Textbox 'abc9543@mail.com'
[INFO ] [2022-12-14 14:56:12,350] Login - Step 03:  Input Password TextBox '123456'
[INFO ] [2022-12-14 14:56:12,432] Login - Step 04:  Click to Login Button
[INFO ] [2022-12-14 14:56:13,566] Login - Step 05:  Verify Login Success
[INFO ] [2022-12-14 14:56:13,766] Login - Step 06: Navigate to MyAccoutLink
[INFO ] [2022-12-14 14:56:14,567] Login - Step 07: Verify Login Success
[INFO ] [2022-12-14 14:56:14,657] My Account - Step 01: Navigate to MyAccoutLink
[INFO ] [2022-12-14 14:56:15,147] My Account - Step 02: Verify Login Success
[INFO ] [2022-12-14 14:56:15,219] My Account - Step 03: Verify FirstName value is correctly
[INFO ] [2022-12-14 14:56:15,264] My Account - Step 04: Verify LastName value is correctly
[INFO ] [2022-12-14 14:56:15,316] My Account - Step 05: Verify Email value is correctly
[INFO ] [2022-12-19 14:34:26,671] OS name = windows 10
[INFO ] [2022-12-19 14:34:26,675] Cannot invoke "Object.toString()" because "this.driver" is null
[INFO ] [2022-12-19 14:38:18,207] OS name = windows 10
[INFO ] [2022-12-19 14:38:18,208] Cannot invoke "Object.toString()" because "this.driver" is null
[INFO ] [2022-12-19 14:39:05,952] Register - Step 01: Click to Register link
[INFO ] [2022-12-19 14:39:36,299] Login - Step 01: Navigate to Login Button
[INFO ] [2022-12-19 14:40:06,389] My Account - Step 01: Navigate to MyAccoutLink
[INFO ] [2022-12-19 14:40:36,675] OS name = windows 10
[INFO ] [2022-12-19 14:40:36,676] Driver instance name = internetexplorerdriver: internet explorer on windows (4c85dfb7-404b-4fb4-8b0e-4fe326e5b3ff)
[INFO ] [2022-12-19 14:46:38,733] OS name = windows 10
[INFO ] [2022-12-19 14:46:38,734] Cannot invoke "Object.toString()" because "this.driver" is null
[INFO ] [2022-12-19 14:47:32,021] Register - Step 01: Click to Register link
[INFO ] [2022-12-19 14:48:02,465] Login - Step 01: Navigate to Login Button
[INFO ] [2022-12-19 14:48:32,514] My Account - Step 01: Navigate to MyAccoutLink
[INFO ] [2022-12-19 14:49:02,751] OS name = windows 10
[INFO ] [2022-12-19 14:49:02,752] Driver instance name = internetexplorerdriver: internet explorer on windows (7b8b5ca2-76e8-499b-ad1c-fbe5b0a9bedd)
[INFO ] [2022-12-28 15:20:56,887] OS name = windows 10
[INFO ] [2022-12-28 15:20:56,889] Driver instance name = internetexplorerdriver: internet explorer on windows (1017b2da-796a-410f-931b-95dafad59ff8)
[INFO ] [2022-12-28 15:20:56,893] Unable to get browser
Build info: version: '3.141.59', revision: 'e82be7d358', time: '2018-11-14T08:25:53'
System info: host: 'VN-MF10-NC100VB', ip: '10.218.148.31', os.name: 'Windows 10', os.arch: 'amd64', os.version: '10.0', java.version: '17.0.2'
Driver info: org.openqa.selenium.ie.InternetExplorerDriver
Capabilities {acceptInsecureCerts: false, browserName: internet explorer, browserVersion: 11, javascriptEnabled: true, pageLoadStrategy: normal, platform: WINDOWS, platformName: WINDOWS, proxy: Proxy(), se:ieOptions: {browserAttachTimeout: 0, elementScrollBehavior: 0, enablePersistentHover: true, ie.browserCommandLineSwitches: , ie.edgechromium: false, ie.edgepath: , ie.ensureCleanSession: false, ie.fileUploadDialogTimeout: 3000, ie.forceCreateProcessApi: false, ignoreProtectedModeSettings: false, ignoreZoomSetting: false, initialBrowserUrl: http://localhost:47220/, nativeEvents: true, requireWindowFocus: false}, setWindowRect: true, strictFileInteractability: false, timeouts: {implicit: 0, pageLoad: 300000, script: 30000}, unhandledPromptBehavior: dismiss and notify}
Session ID: 1017b2da-796a-410f-931b-95dafad59ff8
[INFO ] [2022-12-28 15:21:13,856] Register - Step 01: Click to Register link
[INFO ] [2022-12-28 15:21:14,777] Register - Step 02: Input FirstName to required field 'Sherman'
[INFO ] [2022-12-28 15:21:14,996] Register - Step 03: Input LastName to required field 'Veum'
[INFO ] [2022-12-28 15:21:15,759] Register - Step 04: Input Email to required field 'pedro.bergnaum@gmail.com'
[INFO ] [2022-12-28 15:21:16,150] Register - Step 05: Input Password to required field 'a5fq7qeb3rsu'
[INFO ] [2022-12-28 15:21:16,414] Register - Step 06: Input Confirm Password to required field 'a5fq7qeb3rsu'
[INFO ] [2022-12-28 15:21:16,657] Register - Step 07: Click to Register Button
[INFO ] [2022-12-28 15:21:17,736] Register - Step 08: Verify Register Success Message
[INFO ] [2022-12-28 15:21:17,815] Register - Step 09: Click to Logout Button
[INFO ] [2022-12-28 15:21:47,967] Login - Step 01: Navigate to Login Button
[INFO ] [2022-12-28 15:21:48,603] Login - Step 02: Input Not Found Email to Email Textbox 'pedro.bergnaum@gmail.com'
[INFO ] [2022-12-28 15:21:48,899] Login - Step 03:  Input Password TextBox 'a5fq7qeb3rsu'
[INFO ] [2022-12-28 15:21:49,130] Login - Step 04:  Click to Login Button
[INFO ] [2022-12-28 15:21:50,181] Login - Step 05:  Verify Login Success
[INFO ] [2022-12-28 15:21:50,364] Login - Step 06: Navigate to MyAccoutLink
[INFO ] [2022-12-28 15:21:50,933] Login - Step 07: Verify Login Success
[INFO ] [2022-12-28 15:21:51,026] My Account - Step 01: Navigate to MyAccoutLink
[INFO ] [2022-12-28 15:21:51,641] My Account - Step 02: Verify Login Success
[INFO ] [2022-12-28 15:21:51,720] My Account - Step 03: Verify FirstName value is correctly
[INFO ] [2022-12-28 15:21:51,794] My Account - Step 04: Verify LastName value is correctly
[INFO ] [2022-12-28 15:21:51,874] My Account - Step 05: Verify Email value is correctly
[INFO ] [2022-12-28 15:21:51,957] OS name = windows 10
[INFO ] [2022-12-28 15:21:51,957] Driver instance name = chromedriver: chrome on windows (0d69e44d565b4e09bd88b3b216c9c523)
[INFO ] [2022-12-28 15:23:46,540] Register - Step 01: Click to Register link
[INFO ] [2022-12-28 15:23:48,943] Register - Step 02: Input FirstName to required field 'Savanna'
[INFO ] [2022-12-28 15:23:49,167] Register - Step 03: Input LastName to required field 'Senger'
[INFO ] [2022-12-28 15:23:49,937] Register - Step 04: Input Email to required field 'maile.paucek@yahoo.com'
[INFO ] [2022-12-28 15:23:50,323] Register - Step 05: Input Password to required field 'mox920f0g3'
[INFO ] [2022-12-28 15:23:50,565] Register - Step 06: Input Confirm Password to required field 'mox920f0g3'
[INFO ] [2022-12-28 15:23:50,805] Register - Step 07: Click to Register Button
[INFO ] [2022-12-28 15:23:51,825] Register - Step 08: Verify Register Success Message
[INFO ] [2022-12-28 15:23:51,906] Register - Step 09: Click to Logout Button
[INFO ] [2022-12-28 15:24:08,515] Login - Step 01: Navigate to Login Button
[INFO ] [2022-12-28 15:24:41,002] My Account - Step 01: Navigate to MyAccoutLink
[INFO ] [2022-12-28 15:25:13,437] OS name = windows 10
[INFO ] [2022-12-28 15:25:13,437] Driver instance name = chromedriver: chrome on windows (20868982ee23283f98327b78487705f2)
[INFO ] [2022-12-28 15:25:45,826] disconnected: unable to connect to renderer
  (failed to check if window was closed: disconnected: unable to connect to renderer)
  (Session info: chrome=108.0.5359.125)
Build info: version: '3.141.59', revision: 'e82be7d358', time: '2018-11-14T08:25:53'
System info: host: 'VN-MF10-NC100VB', ip: '10.218.148.31', os.name: 'Windows 10', os.arch: 'amd64', os.version: '10.0', java.version: '17.0.2'
Driver info: org.openqa.selenium.chrome.ChromeDriver
Capabilities {acceptInsecureCerts: false, browserName: chrome, browserVersion: 108.0.5359.125, chrome: {chromedriverVersion: 108.0.5359.71 (1e0e3868ee06..., userDataDir: C:\Users\THANH5~1.NGU\AppDa...}, goog:chromeOptions: {debuggerAddress: localhost:57057}, javascriptEnabled: true, networkConnectionEnabled: false, pageLoadStrategy: normal, platform: WINDOWS, platformName: WINDOWS, proxy: Proxy(), setWindowRect: true, strictFileInteractability: false, timeouts: {implicit: 0, pageLoad: 300000, script: 30000}, unhandledPromptBehavior: dismiss and notify, webauthn:extension:credBlob: true, webauthn:extension:largeBlob: true, webauthn:virtualAuthenticators: true}
Session ID: 20868982ee23283f98327b78487705f2
[INFO ] [2022-12-28 15:25:46,189] OS name = windows 10
[INFO ] [2022-12-28 15:25:46,190] Driver instance name = chromedriver: chrome on windows (c418cb847c3537661eb9e527b85d4bc1)
[INFO ] [2022-12-28 15:25:46,193] java.net.ConnectException: Failed to connect to localhost/[0:0:0:0:0:0:0:1]:23253
Build info: version: '3.141.59', revision: 'e82be7d358', time: '2018-11-14T08:25:53'
System info: host: 'VN-MF10-NC100VB', ip: '10.218.148.31', os.name: 'Windows 10', os.arch: 'amd64', os.version: '10.0', java.version: '17.0.2'
Driver info: driver.version: RemoteWebDriver
[INFO ] [2022-12-28 15:26:27,482] Register - Step 01: Click to Register link
[INFO ] [2022-12-28 15:26:28,337] Register - Step 02: Input FirstName to required field 'Stephanie'
[INFO ] [2022-12-28 15:26:28,569] Register - Step 03: Input LastName to required field 'Kris'
[INFO ] [2022-12-28 15:26:29,320] Register - Step 04: Input Email to required field 'dwain.schmeler@gmail.com'
[INFO ] [2022-12-28 15:26:29,701] Register - Step 05: Input Password to required field 'rql66w9amees7'
[INFO ] [2022-12-28 15:26:29,942] Register - Step 06: Input Confirm Password to required field 'rql66w9amees7'
[INFO ] [2022-12-28 15:26:30,178] Register - Step 07: Click to Register Button
[INFO ] [2022-12-28 15:26:31,209] Register - Step 08: Verify Register Success Message
[INFO ] [2022-12-28 15:26:31,374] Login - Step 01: Navigate to Login Button
[INFO ] [2022-12-28 15:26:31,955] Login - Step 02: Input Not Found Email to Email Textbox 'dwain.schmeler@gmail.com'
[INFO ] [2022-12-28 15:26:32,262] Login - Step 03:  Input Password TextBox 'rql66w9amees7'
[INFO ] [2022-12-28 15:26:32,515] Login - Step 04:  Click to Login Button
[INFO ] [2022-12-28 15:26:33,597] Login - Step 05:  Verify Login Success
[INFO ] [2022-12-28 15:26:33,790] Login - Step 06: Navigate to MyAccoutLink
[INFO ] [2022-12-28 15:26:34,375] Login - Step 07: Verify Login Success
[INFO ] [2022-12-28 15:26:34,456] My Account - Step 01: Navigate to MyAccoutLink
[INFO ] [2022-12-28 15:26:35,022] My Account - Step 02: Verify Login Success
[INFO ] [2022-12-28 15:26:35,097] My Account - Step 03: Verify FirstName value is correctly
[INFO ] [2022-12-28 15:26:35,174] My Account - Step 04: Verify LastName value is correctly
[INFO ] [2022-12-28 15:26:35,252] My Account - Step 05: Verify Email value is correctly
[INFO ] [2022-12-28 15:26:35,332] OS name = windows 10
[INFO ] [2022-12-28 15:26:35,332] Driver instance name = chromedriver: chrome on windows (8047b48c754fb34948a6ae49d8cb8a29)
